entrez_gene_id	hugo_symbol
10617	STAMBP
7401	CLRN1
286827	TRIM59
7323	UBE2D3
9061	PAPSS1
201799	TMEM154
1010	CDH12
55665	URGCP
57157	PHTF2
203447	NRK
331	XIAP
89801	PPP1R3F
26610	ELP4
3798	KIF5A
114798	SLITRK1
407975	MIR17HG
2567	GABRG3
85320	ABCC11
6898	TAT
1845	DUSP3
8425	LTBP4
83596	BCL2L12
5567	PRKACB
128821	CST9L
53833	IL20RB
306	ANXA3
2916	GRM6
50807	ASAP1
5339	PLEC
80036	TRPM3
54960	GEMIN8
6655	SOS2
9956	HS3ST2
114780	PKD1L2
2873	GPS1
65243	ZFP69B
8897	MTMR3
10290	SPEG
27302	BMP10
55033	FKBP14
5214	PFKP
2665	GDI2
143282	FGFBP3
23705	CADM1
57084	SLC17A6
390174	OR9G1
3619	INCENP
341208	HEPHL1
55703	POLR3B
4040	LRP6
6489	ST8SIA1
1272	CNTN1
5858	PZP
79587	CARS2
22795	NID2
283755	HERC2P3
57369	GJD2
6692	SPINT1
9333	TGM5
55784	MCTP2
5257	PHKB
7156	TOP3A
390792	KRT39
79877	DCAKD
29916	SNX11
3131	HLF
64978	MRPL38
11322	TMC6
10928	RALBP1
10535	RNASEH2A
390916	NUDT19
126374	WTIP
1954	MEGF8
126259	TMIGD2
26191	PTPN22
57115	PGLYRP4
23215	PRRC2C
2782	GNB1
58512	DLGAP3
128209	KLF17
199964	TMEM61
29929	ALG6
4987	OPRL1
89766	UMODL1
23209	MLC1
51281	ANKMY1
2859	GPR35
55133	SRBD1
8291	DYSF
400966	RGPD1
8997	KALRN
23129	PLXND1
30849	PIK3R4
1524	CX3CR1
51066	SSUH2
166378	SPATA5
55751	TMEM184C
92345	NAF1
1767	DNAH5
8871	SYNJ2
117289	TAGAP
84498	FAM120B
170679	PSORS1C1
26268	FBXO9
9162	DGKI
6718	AKR1D1
155038	GIMAP8
11281	POU6F2
9907	AP5Z1
10320	IKZF1
8321	FZD1
30816	ERVW-1
10734	STAG3
1306	COL15A1
5535	PPP3R2
1757	SARDH
22844	FRMPD1
4810	NHS
5256	PHKA2
11326	VSIG4
6572	SLC18A3
91801	ALKBH8
64137	ABCG4
219858	OR8B12
25921	ZDHHC5
55693	KDM4D
283420	CLEC9A
2054	STX2
121274	ZNF641
406973	MIR196A2
55832	CAND1
8445	DYRK2
23078	VWA8
8554	PIAS1
4122	MAN2A2
1107	CHD3
57455	REXO1
126432	RINL
7767	ZNF224
9310	ZNF235
574482	MIR520D
343450	KCNT2
55699	IARS2
9816	URB2
440585	FAM183A
6342	SCP2
9295	SRSF11
55144	LRRC8D
7813	EVI5
57186	RALGAPA2
9510	ADAMTS1
2130	EWSR1
11227	GALNT5
57405	SPC25
3655	ITGA6
54577	UGT1A7
10505	SEMA4F
80705	TSGA10
151871	DPPA2
2199	FBLN2
6474	SHOX2
152110	NEK10
5793	PTPRG
1501	CTNND2
25816	TNFAIP8
27125	AFF4
54545	MTMR12
3720	JARID2
3482	IGF2R
84691	FAM71F1
84433	CARD11
93035	PKHD1L1
9	NAT1
84376	HOOK3
94122	SYTL5
9282	MED14
4314	MMP3
54477	PLEKHA5
29767	TMOD2
114876	OSBPL1A
51295	ECSIT
57828	CATSPERG
400709	SIGLEC16
8744	TNFSF9
388697	HRNR
80232	WDR26
3899	AFF3
389072	PLEKHM3
5077	PAX3
9938	ARHGAP25
114885	OSBPL11
1295	COL8A1
56141	PCDHA7
57561	ARRDC3
221472	FGD2
51167	CYB5R4
377677	CA13
55998	NXF5
818	CAMK2G
1410	CRYAB
3784	KCNQ1
79797	ZNF408
10313	RTN3
84189	SLITRK6
2558	GABRA5
23339	VPS39
116179	TGM7
4123	MAN2C1
56155	TEX14
9969	MED13
3759	KCNJ2
162387	MFSD6L
361	AQP4
390980	ZNF805
845	CASQ2
8407	TAGLN2
26750	RPS6KC1
200150	PLD5
8790	FPGT
25939	SAMHD1
11054	OGFR
6598	SMARCB1
5163	PDK1
729475	RAD51AP2
26010	SPATS2L
57498	KIDINS220
64332	NFKBIZ
6476	SI
79960	JADE1
85480	TSLP
23092	ARHGAP26
1016	CDH18
29958	DMGDH
9038	TAAR5
54516	MTRF1L
117283	IP6K3
1523	CUX1
79974	CPED1
57639	CCDC146
23414	ZFPM2
2219	FCN1
340596	LHFPL1
23223	RRP12
7762	ZNF215
121256	TMEM132D
10445	MCRS1
5729	PTGDR
5826	ABCD4
80347	COASY
284391	ZNF844
80271	ITPKC
4924	NUCB1
83756	TAS1R3
1513	CTSK
386676	KRTAP10-9
84221	SPATC1L
22837	COBLL1
11280	SCN11A
133308	SLC9B2
132954	PDCL2
84674	CARD6
2030	SLC29A1
57505	AARS2
4885	NPTX2
85301	COL27A1
143162	FRMPD2
57646	USP28
7007	TECTA
5790	PTPRCAP
160364	CLEC12A
9671	WSCD2
10154	PLXNC1
80757	TMEM121
54930	HAUS4
57143	ADCK1
27004	TCL6
9720	CCDC144A
8780	RIOK3
5362	PLXNA2
55127	HEATR1
56063	TMEM234
92749	DRC1
6164	RPL34
81789	TIGD6
79908	BTNL8
22936	ELL2
116443	GRIN3A
9966	TNFSF15
123	PLIN2
54926	UBE2R2
154796	AMOT
3698	ITIH2
219952	OR6Q1
57410	SCYL1
25766	PRPF40B
4261	CIITA
6755	SSTR5
3594	IL12RB1
55095	SAMD4B
478	ATP1A3
6097	RORC
714	C1QC
50651	SLC45A1
117532	TMC2
84164	ASCC2
114794	ELFN2
2976	GTF3C2
389151	PRR23B
213	ALB
96459	FNIP1
56100	PCDHGB6
253769	WDR27
135228	CD109
91584	PLXNA4
55698	RADIL
27297	CRCP
9684	LRRC14
643224	TUBBP5
79886	CAAP1
57453	DSCAML1
91614	DEPDC7
338751	OR52L1
79026	AHNAK
3891	KRT85
23026	MYO16
4149	MAX
4591	TRIM37
914	CD2
405	ARNT
4332	MNDA
4811	NID1
10079	ATP9A
25797	QPCT
57162	PELI1
339122	RAB43
23243	ANKRD28
7037	TFRC
116984	ARAP2
6558	SLC12A2
9118	INA
23232	TBC1D12
118813	ZFYVE27
3746	KCNC1
10235	RASGRP2
26579	MYEOV
51350	KRT76
3851	KRT4
11016	ATF7
11260	XPOT
29953	TRHDE
390443	RNASE9
6235	RPS29
9787	DLGAP5
27079	RPUSD2
64782	AEN
730092	RRN3P1
23035	PHLPP2
80725	SRCIN1
51096	UTP18
284129	SLC26A11
3000	GUCY2D
23581	CASP14
6261	RYR1
9230	RAB11B
23623	RUSC1
360023	ZBTB41
84919	PPP1R15B
3707	ITPKB
9202	ZMYM4
9967	THRAP3
9371	KIF3B
114790	STK11IP
54575	UGT1A10
131450	CD200R1
10274	STAG1
590	BCHE
9718	ECE2
3680	ITGA9
10111	RAD50
56129	PCDHB7
353091	RAET1G
23345	SYNE1
9096	TBX18
442721	LMOD2
23333	DPY19L1
54468	MIOS
157680	VPS13B
1585	CYP11B2
4507	MTAP
84679	SLC9A7
22984	PDCD11
120	ADD3
196792	FAM24B
55691	FRMD4A
783	CACNB2
282966	C10orf53
55753	OGDHL
3559	IL2RA
347731	LRRTM3
23185	LARP4B
1557	CYP2C19
4588	MUC6
837	CASP4
390265	OR10G7
57689	LRRC4C
119774	OR52K2
4607	MYBPC3
119679	OR52J3
390148	OR5W2
219453	OR8K5
390155	OR5T1
219473	OR8K3
445372	TRIM6-TRIM34
219487	OR5M11
187	APLNR
441608	OR5B3
9404	LPXN
931	MS4A1
10589	DRAP1
10992	SF3B2
266743	NPAS4
22941	SHANK2
5138	PDE2A
9789	SPCS2
6888	TALDO1
54843	SYTL2
2915	GRM5
246213	SLC17A8
6404	SELPLG
51347	TAOK3
51433	ANAPC5
51202	DDX47
5901	RAN
3845	KRAS
113251	LARP4
319101	KRT73
2799	GNS
11052	CPSF6
283310	OTOGL
55591	VEZT
5250	SLC25A3
23263	MCF2L
10631	POSTN
8600	TNFSF11
10161	LPAR6
10562	OLFM4
81550	TDRD3
64881	PCDH20
22894	DIS3
337867	UBAC2
768222	MIR770
390439	OR11G2
23256	SCFD1
64067	NPAS3
145581	LRFN5
5732	PTGER2
5494	PPM1A
26037	SIPA1L1
123036	TC2N
23742	NPAP1
3067	HDC
2553	GABPB1
4916	NTRK3
56964	WDR93
8399	PLA2G10
23049	SMG1
146183	OTOA
91949	COG7
55114	ARHGAP17
246778	IL27
6299	SALL1
4313	MMP2
583	BBS2
1459	CSNK2A2
100130958	SYCE1L
11105	PRDM7
4622	MYH4
2314	FLII
3883	KRT33A
10951	CBX1
8405	SPOP
63897	HEATR6
10238	DCAF7
1444	CSHL1
1655	DDX5
10871	CD300C
51081	MRPS7
9775	EIF4A3
374860	ANKRD30B
1825	DSC3
57565	KLHL14
115701	ALPK2
89778	SERPINB11
25914	RTTN
81832	NETO1
79863	RBFA
201475	RAB12
90592	ZNF700
5886	RAD23A
81931	ZNF93
163223	ZNF676
7652	ZNF99
374900	ZNF568
5675	PSG6
5672	PSG4
83639	TEX101
7673	ZNF222
26974	ZNF285
125931	CEACAM20
3270	HRC
53635	PTOV1
5582	PRKCG
204801	NLRP11
147945	NLRP4
1820	ARID3A
280	AMY2B
10717	AP4B1
26227	PHGDH
400735	PRAMEF4
2702	GJA5
391109	OR10K1
92241	RCSD1
23400	ATP13A2
126917	IFFO2
57576	KIF17
9926	LPGAT1
25782	RAB3GAP2
339501	PRSS38
128025	WDR64
58985	IL22RA1
81472	OR2C3
343170	OR14K1
26188	OR1C1
343171	OR2W3
2268	FGR
1307	COL16A1
51060	TXNDC12
7804	LRP8
3725	JUN
204962	SLC44A5
26289	AK5
8863	PER3
2672	GFI1
10326	SIRPB1
5834	PYGB
57593	EBF4
245929	DEFB115
3929	LBP
57148	RALGAPB
80025	PANK2
10110	SGK2
4605	MYBL2
8480	RAE1
149986	LSM14B
8204	NRIP1
4685	NCAM2
116159	CYYR1
337879	KRTAP8-1
23515	MORC3
7226	TRPM2
27443	CECR2
693233	MIR648
23544	SEZ6L
4771	NF2
339665	SLC35E4
3754	KCNF1
92	ACVR2A
91752	ZNF804A
33	ACADL
1373	CPS1
79582	SPAG16
130560	SPATA3
9470	EIF4E2
64838	FNDC4
4052	LTBP1
151393	RMDN2
64895	PAPOLG
5013	OTX1
130951	M1AP
28923	IGKV2-24
28869	IGKV6D-41
28876	IGKV3D-11
400986	ANKRD36C
344807	CD200R1L
7634	ZNF80
7348	UPK1B
51365	PLA1A
165829	GPR156
3081	HGD
3693	ITGB5
151790	WDR49
51193	ZNF639
55689	YEATS2
1981	EIF4G1
131096	KCNH8
7155	TOP2B
5745	PTH1R
23166	STAB1
100131827	ZNF717
6091	ROBO1
2042	EPHA3
285220	EPHA6
85460	ZNF518B
84162	KIAA1109
4086	SMAD1
4306	NR3C2
255403	ZNF718
132851	SPATA4
2555	GABRA2
5156	PDGFRA
2044	EPHA5
173	AFM
152926	PPM1K
8916	HERC3
83853	ROPN1L
51735	RAPGEF6
56145	PCDHA3
56133	PCDHB2
6531	SLC6A3
22993	HMGXB3
26762	HAVCR1
153745	FAM71B
23120	ATP10B
2554	GABRA1
202134	FAM153B
114787	GPRIN1
285596	FAM153A
56979	PRDM9
1007	CDH9
133584	EGFLAM
11082	ESM1
166979	CDC20B
55814	BDP1
64283	ARHGEF28
10788	IQGAP2
2150	F2RL1
55109	AGGF1
2898	GRIK2
10758	TRAF3IP2
3910	LAMA4
2173	FABP7
387357	THEMIS
5169	ENPP3
79747	ADGB
84624	FNDC1
401285	TCP10L2
266727	MDGA1
1769	DNAH8
285782	CAGE1
7162	TPBG
136227	COL26A1
222235	FBXL13
168451	THAP5
8972	MGAM
28592	TRBV7-6
28560	TRBV27
28558	TRBV29-1
6009	RHEB
3361	HTR5A
9690	UBE3C
29887	SNX10
63974	NEUROD6
90827	ZNF479
84277	DNAJC30
2770	GNAI1
5885	RAD21
2131	EXT1
93594	TBC1D31
8629	JRK
9172	MYOM2
7976	FZD3
3084	NRG1
9420	CYP7B1
138046	RALYL
4147	MATN2
138804	OR13C4
55755	CDK5RAP2
5742	PTGS1
57582	KCNT1
7010	TEK
138474	TAF1L
730112	FAM166B
1211	CLTA
55035	NOL8
90843	TCEAL8
10495	ENOX2
158763	ARHGAP36
55511	SAGE1
9367	RAB9A
2258	FGF13
4168	MCF2
441525	SPANXN4
55344	PLCXD1
347404	LANCL3
64840	PORCN
7355	SLC35A2
9452	ITM2A
57526	PCDH19
94121	SYTL4
119682	OR51L1
390079	OR52E8
55611	OTUB1
81029	WNT5B
636	BICD1
6541	SLC7A1
28445	IGHV3-20
79882	ZC3H14
3566	IL4R
6799	SULT1A2
9094	UNC119
25941	TPGS2
7695	ZNF136
7170	TPM3
26133	TRPC4AP
344561	GPR148
375316	RBM44
344901	OSTN
135948	OR2F2
138802	OR13C8
79836	LONRF3
2332	FMR1
4204	MECP2
10742	RAI2
778	CACNA1F
8852	AKAP4
8729	GBF1
374355	CCDC172
4288	MKI67
219793	TBATA
5318	PKP2
160851	DGKH
84193	SETD3
146050	ZSCAN29
26263	FBXO22
49855	SCAPER
342372	PKD1L3
27120	DKKL1
5655	KLK10
84266	ALKBH7
127262	TPRG1L
79913	ACTR5
56261	GPCPD1
6942	TCF20
64090	GAL3ST2
6711	SPTBN1
64969	MRPS5
64151	NCAPG
133491	C5orf47
1388	ATF6B
1310	COL19A1
83992	CTTNBP2
9723	SEMA3E
7306	TYRP1
286256	LCN12
4115	MAGEB4
7544	ZFY
219681	ARMC3
7570	ZNF22
51806	CALML5
51008	ASCC1
1656	DDX6
390154	OR5T3
4544	MTNR1B
2972	BRF1
80344	DCAF11
25989	ULK3
6341	SCO1
8688	KRT37
9343	EFTUD2
146849	CCDC42
10437	IFI30
93436	ARMC6
898	CCNE1
84775	ZNF607
11027	LILRA2
126206	NLRP5
23126	POGZ
55249	YY1AP1
164118	TTC24
1650	DDOST
79654	HECTD3
51086	TNNI3K
4867	NPHP1
56300	IL36G
11320	MGAT4A
84541	KBTBD8
2850	GPR27
23173	METAP1
100873948	NREP-AS1
10915	TCERG1
5618	PRLR
153364	MBLAC2
6908	TBP
6954	TCP11
53405	CLIC5
2940	GSTA3
8805	TRIM24
79783	SUGCT
105375355	UPK3B
5189	PEX1
221786	FAM200A
2039	DMTN
23196	FAM120A
9823	ARMCX2
9947	MAGEC1
4103	MAGEA4
4109	MAGEA10
4128	MAOA
9203	ZMYM3
140886	PABPC5
29935	RPA4
29982	NRBF2
55118	CRTAC1
401665	OR51T1
10249	GLYAT
245802	MS4A6E
9219	MTA2
9379	NRXN2
23074	UHRF1BP1L
51559	NT5DC3
6249	CLIP1
9026	HIP1R
6660	SOX5
90627	STARD13
10910	SUGT1
28395	IGHV4-34
390429	OR4N2
51016	EMC9
55030	FBXO34
100287399	POTEB2
51203	NUSAP1
10099	TSPAN3
8479	HIRIP3
83752	LONP2
283848	CES4A
164	AP1G1
100141515	C17orf99
84034	EMILIN2
1786	DNMT1
7757	ZNF208
148198	ZNF98
83743	GRWD1
160	AP2A1
11006	LILRB4
27300	ZNF544
85509	MBD3L1
9122	SLC16A4
117143	TADA1
388743	CAPN8
83932	SPRTN
26824	RNU11
255631	COL24A1
10564	ARFGEF2
6326	SCN2A
57520	HECW2
8837	CFLAR
4691	NCL
54978	SLC35F6
90957	DHX57
80204	FBXO11
10678	B3GNT2
503582	ARGFX
2804	GOLGB1
4638	MYLK
27032	ATP2C1
64805	P2RY12
285386	TPRG1
100526693	ARPC4-TTLL3
285527	FRYL
3791	KDR
5978	REST
94031	HTRA3
337876	CHSY3
51294	PCDH12
1436	CSF1R
64324	NSD1
84135	UTP15
5577	PRKAR2B
54556	ING3
64101	LRRC4
23534	TNPO3
26031	OSBPL3
64983	MRPL32
169044	COL22A1
63978	PRDM14
10592	SMC2
90865	IL33
340554	ZC3H12B
1046	CDX4
7404	UTY
219432	OR4C6
5837	PYGM
54434	SSH1
5544	PRB3
160518	DENND5B
144165	PRICKLE1
26524	LATS2
51761	ATP8A2
29079	MED4
394	ARHGAP5
161357	MDGA2
29109	FHOD1
6470	SHMT1
22806	IKZF3
6521	SLC4A1
124538	OR4D2
54549	SDK2
6925	TCF4
5296	PIK3R2
6141	RPL18
7565	ZNF17
10628	TXNIP
148870	CCDC27
1312	COMT
10521	DDX17
150356	CHADL
4249	MGAT5
1195	CLK1
692058	SNORD11
11235	PDCD10
152206	CCDC13
2912	GRM2
57182	ANKRD50
4750	NEK1
29945	ANAPC4
419	ART3
55589	BMP2K
10827	FAM114A2
3459	IFNGR1
730130	TMEM229A
51251	NT5C3A
286046	XKR6
79075	DSCC1
6101	RP1
171482	FAM9A
3422	IDI1
57705	WDFY4
79659	DYNC2H1
143662	MUC15
8525	DGKZ
5977	DPF2
10888	GPR83
55716	LMBR1L
3164	NR4A1
144195	SLC2A14
7181	NR2C1
55795	PCID2
91828	EXOC3L4
5687	PSMA6
91754	NEK9
390648	OR4F6
5330	PLCB2
780776	TVP23A
23475	QPRT
22928	SEPHS2
78994	PRR14
79190	IRX6
80004	ESRP2
55783	CMTR2
10594	PRPF8
125206	SLC5A10
8148	TAF15
79089	TMUB2
7775	ZNF232
5881	RAC3
5271	SERPINB8
90576	ZNF799
376497	SLC27A1
5143	PDE4C
342892	ZNF850
3036	HAS1
84722	PSRC1
4853	NOTCH2
57459	GATAD2B
148932	MOB3C
5876	RABGGTB
64412	GZF1
81572	PDRG1
51378	ANGPT4
8888	MCM3AP
3560	IL2RB
644186	SYCE3
51455	REV1
6344	SCTR
29994	BAZ2B
8647	ABCB11
57695	USP37
64320	RNF25
109	ADCY3
285268	ZNF621
23216	TBC1D1
60558	GUF1
253017	TECRL
56130	PCDHB6
3572	IL6ST
168090	C6orf118
340205	TREML1
347734	SLC35B2
800	CALD1
1180	CLCN1
285877	POM121L12
26986	PABPC1
84875	PARP10
23446	SLC44A1
10783	NEK6
29941	PKN3
9414	TJP2
51322	WAC
266971	PIPSL
916	CD3E
192134	B3GNT6
5025	P2RX4
84216	TMEM117
338785	KRT79
283337	ZNF740
122706	PSMB11
161742	SPRED1
79719	AAGAB
145814	PGPEP1L
23361	ZNF629
390748	PABPN1L
374786	EFCAB5
31	ACACA
6426	SRSF1
9817	KEAP1
5566	PRKACA
148229	ATP8B3
284525	SLC9C2
6041	RNASEL
5929	RBBP5
722	C4BPA
148641	SLC35F3
56181	MTFR1L
9528	TMEM59
343099	CCDC18
84181	CHD6
128553	TSHZ2
7179	TPTE
728233	PI4KAP1
91179	SCARF2
728378	POTEF
100874399	IMPDH1P10
80704	SLC19A3
57217	TTC7A
129293	TRABD2A
64747	MFSD1
91050	CCDC149
55203	LGI2
27039	PKD2L2
6550	SLC9A3
84246	MED10
202333	CMYA5
9896	FIG4
9287	TAAR2
4217	MAP3K5
154197	PNLDC1
2939	GSTA2
23469	PHF3
375611	SLC26A5
9569	GTF2IRD1
57414	RHBDD2
29028	ATAD2
10397	NDRG1
51305	KCNK9
57715	SEMA4G
22852	ANKRD26
7581	ZNF33A
80760	ITIH5
53354	PANK1
9044	BTAF1
390038	OR51D1
283316	CD163L1
9895	TECPR2
5479	PPIB
342125	TMC3
9020	MAP3K14
55273	TMEM100
84461	NEURL4
100529855	ZNF625-ZNF20
126295	ZNF57
374899	ZNF829
9860	LRIG2
9826	ARHGEF11
8880	FUBP1
7049	TGFBR3
55041	PLEKHB2
23451	SF3B1
248	ALPI
28901	IGKV1D-16
131405	TRIM71
259282	BOD1L1
23231	SEL1L3
3516	RBPJ
152831	KLB
115827	RAB3C
10412	NSA2
11231	SEC63
63943	FKBPL
25821	MTO1
3199	HOXA2
54441	STAG3L1
2218	FKTN
4712	NDUFB6
169841	ZNF169
5030	P2RY4
1538	CYLC1
387646	LRRC37A6P
55346	TCP11L1
4928	NUP98
4722	NDUFS3
85478	CCDC65
51084	CRYL1
60677	CELF6
6296	ACSM3
84706	GPT2
79959	CEP76
6760	SS18
51046	ST8SIA3
6272	SORT1
51179	HAO2
9722	NOS1AP
2327	FMO2
128674	PROKR2
6526	SLC5A3
11138	TBC1D8
23518	R3HDM1
10058	ABCB6
23233	EXOC6B
84865	CCDC142
57730	ANKRD36B
4026	LPP
205564	SENP5
642987	TMEM232
9627	SNCAIP
11063	SOX30
135112	NCOA7
7422	VEGFA
28969	BZW2
9791	PTDSS1
23424	TDRD7
3371	TNC
8777	MPDZ
10210	TOPORS
220869	CBWD5
84267	C9orf64
10813	UTP14A
80258	EFHC2
158584	FAAH2
2572	GAD2
5002	SLC22A18
144404	TMEM120B
3742	KCNA6
140801	RPL10L
57519	STARD9
54822	TRPM7
123624	AGBL1
7026	NR2F2
64285	RHBDF1
283867	LINC00922
93107	KCNG4
654346	LGALS9C
409	ARRB2
4645	MYO5B
4650	MYO9B
270	AMPD1
3155	HMGCL
255231	MCOLN2
51098	IFT52
5334	PLCL1
344167	FOXI3
11073	TOPBP1
9693	RAPGEF2
55601	DDX60
285676	ZNF454
7280	TUBB2A
442213	PTCHD4
3617	IMPG1
4189	DNAJB9
51530	ZC3HC1
4223	MEOX2
5425	POLD2
136288	C7orf57
2913	GRM3
19	ABCA1
64420	SUSD1
5727	PTCH1
2187	FANCB
286514	MAGEB18
57477	SHROOM4
57692	MAGEE1
53904	MYO3A
440068	CARD17
9183	ZW10
387775	SLC22A10
25824	PRDX5
79887	PLBD1
84318	CCDC77
121391	KRT74
54458	PRR13
23041	MON2
4815	NINJ2
144568	A2ML1
4048	LTA4H
79774	GRTP1
9112	MTA1
4624	MYH6
4990	SIX6
957	ENTPD5
5685	PSMA4
9055	PRC1
54920	DUS2
9487	PIGL
7067	THRA
6774	STAT3
752	FMNL1
201191	SAMD14
2186	BPTF
80816	ASXL3
56853	CELF4
6511	SLC1A6
10523	CHERP
58492	ZNF77
23636	NUP62
51150	SDF4
55187	VPS13D
51018	RRP15
55061	SUSD4
113452	TMEM54
26523	AGO1
5792	PTPRF
10528	NOP56
1789	DNMT3B
84557	MAP1LC3A
6614	SIGLEC1
140679	SLC32A1
10139	ARFRP1
386672	KRTAP10-4
25793	FBXO7
80731	THSD7B
7035	TFPI
84696	ABHD1
22934	RPIA
151963	MB21D2
132320	SCLT1
1998	ELF2
952	CD38
574537	UGT2A2
55322	C5orf22
64087	MCCC2
10345	TRDN
55862	ECHDC1
63971	KIF13A
23787	MTCH1
9311	ASIC3
3638	INSIG1
10392	NOD1
9863	MAGI2
203062	TSNARE1
83481	EPPK1
8694	DGAT1
169355	IDO2
286	ANK1
6709	SPTAN1
55684	RABL6
11253	MAN1B1
80010	RMI1
10013	HDAC6
3983	ABLIM1
25841	ABTB2
283297	OR10A4
283446	MYO1H
11213	IRAK3
29880	ALG5
9677	PPIP5K1
56965	PARP6
123879	DCUN1D3
54947	LPCAT2
57610	RANBP10
8787	RGS9
25926	NOL11
55062	WIPI1
283989	TSEN54
51	ACOX1
26538	OR10H2
51298	THEG
208	AKT2
1553	CYP2A13
354	KLK3
126353	MISP
3284	HSD3B2
11022	TDRKH
5335	PLCG1
26039	SS18L1
140700	SAMD10
874	CBR3
51594	NBAS
57683	ZDBF2
151507	MSL3P1
27247	NFU1
23355	VPS8
79714	CCDC51
58505	OSTC
64579	NDST4
23321	TRIM2
83891	SNX25
202243	CCDC125
9678	PHF14
2051	EPHB6
6604	SMARCD3
10142	AKAP9
9312	KCNB2
7111	TMOD1
2800	GOLGA1
2189	FANCG
152006	RNF38
26953	RANBP6
1515	CTSV
7543	ZFX
139324	HDX
55749	CCAR1
4745	NELL1
256892	OR51F1
4296	MAP3K11
78999	LRFN4
25875	LETMD1
57626	KLHL1
9961	MVP
4210	MEFV
57546	PDP2
51388	NIP7
220594	USP32P2
433	ASGR2
1455	CSNK1G2
1760	DMPK
147657	ZNF480
257106	ARHGAP30
6900	CNTN2
84976	DISP1
29920	PYCR2
10969	EBNA1BP2
5000	ORC4
170506	DHX36
344905	ATP13A5
152877	FAM53A
8602	NOP14
7015	TERT
23305	ACSL6
9708	PCDHGA8
54439	RBM27
5799	PTPRN2
137735	ABRA
157855	KCNU1
7248	TSC1
85450	ITPRIP
374354	NHLRC2
254427	PROSER2
5033	P4HA1
887	CCKBR
23378	RRP8
9904	RBM19
22877	MLXIP
80070	ADAMTS20
57458	TMCC3
59277	NTN4
5101	PCDH9
115207	KCTD12
3495	IGHD
9517	SPTLC2
57617	VPS18
283748	PLA2G4D
3073	HEXA
84256	FLYWCH1
4995	OR3A2
645688	RPL12P38
71	ACTG1
100129543	ZNF730
2077	ERF
284369	SIGLECL1
607	BCL9
654790	PCP4L1
7159	TP53BP2
4919	ROR1
64849	SLC13A3
140685	ZBTB46
11274	USP18
5594	MAPK1
6663	SOX10
6332	SCN7A
170850	KCNG3
22848	AAK1
550	AUP1
3059	HCLS1
116931	MED12L
54986	ULK4
10417	SPON2
9871	SEC24D
6583	SLC22A4
8382	NME5
10569	SLU7
11282	MGAT4B
9439	MED23
57224	NHSL1
26054	SENP6
4897	NRCAM
90956	ADCK2
55975	KLHL7
11064	CNTRL
1514	CTSL
10943	MSL3
4952	OCRL
27328	PCDH11X
54764	ZRANB1
414189	AGAP6
23234	DNAJC9
55188	RIC8B
27198	HCAR1
6347	CCL2
990	CDC6
284207	METRNL
6929	TCF3
10054	UBA2
5739	PTGIR
57662	CAMSAP3
83416	FCRL5
6432	SRSF7
55602	CDKN2AIP
133060	OTOP1
152579	SCFD2
3841	KPNA5
81797	OR12D3
10466	COG5
441234	ZNF716
84681	HINT2
389840	MAP3K15
4129	MAOB
84889	SLC7A3
119559	SFXN4
79812	MMRN2
60496	AASDHPPT
3948	LDHC
114571	SLC22A9
59341	TRPV4
84650	EBPL
84684	INSM2
10484	SEC23A
8681	JMJD7-PLA2G4B
84978	FRMD5
56906	THAP10
3603	IL16
91433	RCCD1
11273	ATXN2L
79077	DCTPP1
80777	CYB5B
89941	RHOT2
1352	COX10
83547	RILP
10493	VAT1
10351	ABCA8
125488	TTC39C
1000	CDH2
10347	ABCA7
5141	PDE4A
126382	NR2C2AP
57655	GRAMD1A
1048	CEACAM5
57664	PLEKHA4
7059	THBS3
3918	LAMC2
25973	PARS2
27329	ANGPTL3
128869	PIGU
6767	ST13
79924	ADM2
79876	UBA5
9779	TBC1D5
26998	FETUB
54876	DCAF16
55728	N4BP2
51191	HERC5
23	ABCF1
7629	ZNF76
55776	SAYSD1
89845	ABCC10
5294	PIK3CG
80028	FBXL18
83650	SLC35G5
22898	DENND3
80124	VCPIP1
7381	UQCRB
7295	TXN
80709	AKNA
827	CAPN6
3251	HPRT1
9849	ZNF518A
203859	ANO5
9828	ARHGEF17
9702	CEP57
341350	OVCH1
196528	ARID2
6911	TBX6
57338	JPH3
10743	RAI1
644815	FAM83G
84218	TBC1D3F
124739	USP43
11140	CDC37
113179	ADAT3
23632	CA14
93183	PIGM
1418	CRYGA
22808	MRAS
8692	HYAL2
11086	ADAM29
171019	ADAMTS19
2161	F12
1627	DBN1
90933	TRIM41
51567	TDP2
81392	OR2AE1
4017	LOXL2
11030	RBPMS
8658	TNKS
158219	TTC39B
347527	ARSH
90737	PAGE5
65217	PCDH15
55315	SLC29A3
51135	IRAK4
341392	ACSM4
196951	FAM227B
9101	USP8
1003	CDH5
6871	TADA2A
8686	KRT41P
7561	ZNF14
126375	ZNF792
11100	HNRNPUL1
5424	POLD1
4606	MYBPC2
317701	VN1R2
5725	PTBP1
64222	TOR3A
57685	CACHD1
757	TMEM50B
55007	FAM118A
5378	PMS1
8745	ADAM23
338	APOB
10128	LRPPRC
25890	ABI3BP
54946	SLC41A3
344758	GPR149
64778	FNDC3B
8626	TP63
415117	STX19
1060	CENPC
100302736	TMED7-TICAM2
51151	SLC45A2
4131	MAP1B
2569	GABRR1
2737	GLI3
2887	GRB10
9831	ZNF623
83550	GPR101
55031	USP47
